Country_A,Country_B,Conflict_Type,Year,Duration_Days,Military_Deaths_A,Military_Deaths_B,Civilian_Deaths,Economic_Loss_USD_Billions,Temperature_Avg_C,Rainfall_mm,Terrain_Type,Population_A_Millions,Population_B_Millions,GDP_A_Billions,GDP_B_Billions,Alliance_A,Alliance_B,Weapons_Used,Air_Strikes,Naval_Battles,Sanctions,Refugees_Millions,Ceasefire,Outcome,Latitude,Longitude,Climate_Zone,Resource_Dispute,UN_Involvement,conflict_type_valid,Conflict_Type_Valid,Year_Valid,Population_Valid,GDP_Valid,Conflict_Coordinates_Valid,On_Land,Land_Valid,Total_Deaths,Civilian_Ratio,Military_Deaths_Ratio_A,Military_Deaths_Ratio_B,Civilian_Deaths_IF_Label,Military_Deaths_IF_Label,Civ_Deaths_Valid,Mil_Deaths_Valid,Total_Deaths_Valid,GDP_Loss_Ratio,GDP_IF_Label,GDP_Loss_IF_Label,GDP_IF_Valid,GDP_Loss_IF_Valid,GDP_LOF_Label,GDP_Loss_LOF_Label,GDP_LOF_Valid,GDP_Loss_LOF_Valid,Coords_IF_Label,Coords_IF_Valid,DBSCAN_Cluster,Coords_DBSCAN_Valid,Total_Deaths_DBSCAN_Cluster,Total_Deaths_DBSCAN_Valid
UK,USA,Civil War,1953,492,29389,46759,1185,252.93,-6.5,2343.3,Urban,514.5,1310.2,6947.7,13601.2,Regional,,Conventional,2971,127,No,12.46,No,Victory_A,67.424,-121.777,Temperate,Oil,0,1,0,1,0,0,0,1,1,77333,0.015323341910956512,57.12147716229349,35.6884445122882,1,1,1,1,1,0.012308688056294984,1,1,1,1,1,1,1,1,1,1,78,1,0,1
Turkey,Germany,Civil War,2022,612,3360,9438,153863,227.92,-7.5,1349.6,Desert,1233.2,1022.1,8909.0,13045.1,NATO,Regional,Conventional,722,28,Yes,16.26,No,Stalemate,53.823,119.753,Tropical,,0,1,0,1,0,0,0,1,1,166661,0.92320938911923,2.7246188777165097,9.233930143821544,1,1,1,1,1,0.010381659917737462,1,1,1,1,1,1,1,1,1,1,38,1,0,1
Canada,India,Civil War,2007,1416,7902,11743,102870,167.07,-1.4,2554.4,Desert,31.1,818.7,8544.7,14242.3,Regional,NATO,Mixed,2112,145,Yes,8.83,No,Stalemate,8.589,-6.076,Temperate,Land,0,1,0,1,1,0,0,1,1,122515,0.8396522874750031,254.08360128617363,14.343471357029436,1,1,1,1,1,0.007331811998069074,1,1,1,1,1,1,1,1,1,1,6,1,0,1
India,Brazil,Cold Conflict,1968,1436,2363,28374,167992,415.79,10.6,1522.1,Desert,1136.2,270.1,7012.2,6512.8,Regional,,Cyber,4996,6,Yes,7.9,Yes,Victory_A,14.426,15.665,Polar,,0,1,0,1,1,0,0,1,1,198729,0.8453320854027344,2.079739482485478,105.04998148833765,1,1,1,1,1,0.03074232902033272,1,1,1,1,1,1,1,1,1,1,21,1,0,1
Japan,Ukraine,Civil War,2007,173,27013,45113,180107,307.58,17.6,1442.6,Mountain,312.9,954.6,1111.2,57.8,NATO,Regional,Conventional,591,154,No,12.77,Yes,Victory_A,79.852,96.145,Temperate,Land,0,1,0,1,0,1,0,1,1,252233,0.7140501044669016,86.33109619686802,47.25853760737481,1,1,1,1,1,0.2631137724550898,-1,-1,0,0,-1,1,0,1,1,1,-1,0,0,1
UK,Germany,Proxy War,1977,875,8255,40767,158337,348.53,1.2,1020.9,Urban,654.6,129.8,5488.3,24696.3,Regional,Regional,Conventional,4740,136,Yes,1.74,No,Victory_B,-5.637,138.189,Temperate,Water,0,1,0,1,0,0,0,1,1,207359,0.7635887518747679,12.610754659333944,314.075500770416,1,1,1,1,1,0.011546616486552745,1,1,1,1,1,1,1,1,1,1,63,1,0,1
Russia,India,Skirmish,2007,376,20772,45919,145146,317.06,32.6,948.2,Urban,437.4,331.4,4198.3,21003.3,NATO,Regional,Nuclear,1909,91,Yes,18.57,Yes,Victory_A,-80.249,-54.715,Arid,Water,0,1,0,1,1,0,0,0,1,211837,0.6851777545943343,47.48971193415638,138.5606517803259,1,1,1,1,1,0.012580947241444988,1,1,1,1,1,1,1,1,1,1,92,1,0,1
Turkey,USA,Cold Conflict,2022,1744,38626,16732,76999,294.59,20.4,2402.1,Mountain,615.3,128.9,9160.4,20308.8,,,Nuclear,4096,49,Yes,11.21,Yes,Stalemate,-77.642,9.561,Polar,Oil,0,1,0,1,1,0,0,1,1,132357,0.5817523818158465,62.77588168373152,129.80605120248254,1,1,1,1,1,0.009996538759111207,1,1,1,1,1,1,1,1,1,1,39,1,0,1
Canada,UK,Proxy War,1982,1823,7916,37191,106329,485.49,2.3,2810.3,Forest,14.4,962.1,15559.0,9188.1,NATO,NATO,Cyber,3262,108,No,15.93,No,Victory_A,63.291,-48.184,Temperate,,0,1,0,1,1,0,0,1,1,151436,0.7021381969941097,549.7222222222222,38.65606485812285,1,1,1,1,1,0.019618056257096794,1,1,1,1,1,1,1,1,1,1,11,1,0,1
Germany,Brazil,Civil War,1973,1036,40424,23585,121948,485.96,26.3,2693.9,Forest,1165.7,973.4,10680.5,6400.1,NATO,NATO,Mixed,4895,98,No,13.55,Yes,Stalemate,65.68,-145.747,Polar,Land,0,1,0,1,0,0,0,1,1,185957,0.6557860150464893,34.677875954362186,24.229504828436408,1,1,1,1,1,0.028450991182979522,1,1,1,1,1,1,1,1,1,1,7,1,0,1
China,Israel,Proxy War,1996,1632,11733,8511,157370,2.2,-8.0,2222.3,Mountain,1400.0,354.1,3762.4,6590.9,,NATO,Conventional,1453,27,Yes,1.59,No,Victory_A,53.428,-9.063,Temperate,Oil,0,1,0,1,1,0,0,1,1,177614,0.8860224982264912,8.380714285714285,24.03558316859644,1,1,1,1,1,0.00021249263519843917,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Russia,Australia,Cold Conflict,1965,691,14422,47277,96161,416.26,-1.7,1388.9,Urban,731.8,1091.9,16304.0,19633.2,,Regional,Conventional,812,1,No,15.5,No,Victory_B,24.707,41.398,Temperate,Oil,0,1,0,1,0,0,0,1,1,157860,0.6091536804763714,19.70757037441924,43.29792105504167,1,1,1,1,1,0.011582983649254811,1,1,1,1,1,1,1,1,1,1,21,1,0,1
Germany,Canada,Cold Conflict,2008,1600,34928,29025,65452,487.65,31.9,1792.6,Urban,1264.9,262.7,19390.8,10101.2,Regional,Regional,Conventional,4930,152,No,14.33,No,Victory_A,3.219,-64.907,Arid,Water,0,1,0,1,0,0,0,1,1,129405,0.5057918936671689,27.61325005929322,110.48724781119148,1,1,1,1,1,0.016534992540349926,1,1,1,1,1,1,1,1,1,1,2,1,0,1
Brazil,Russia,Proxy War,1998,1533,46881,3189,185298,321.04,20.1,1247.5,Desert,201.0,767.2,2301.2,2305.5,,NATO,Conventional,2580,165,No,8.06,No,Victory_B,63.074,-135.505,Polar,,0,1,0,1,1,0,0,1,1,235368,0.7872692974406037,233.23880597014926,4.156673618352451,1,1,1,1,1,0.0696897996396553,1,-1,1,1,1,1,1,1,1,1,5,1,0,1
India,Australia,War,1998,1948,8131,16533,14468,111.24,12.4,232.7,Forest,904.1,164.5,12791.6,6588.6,,NATO,Mixed,2747,89,No,15.38,No,Victory_A,-83.327,-49.117,Arid,Oil,0,1,0,1,1,0,0,1,1,39132,0.36972298885822347,8.993474173210927,100.50455927051672,1,1,1,1,1,0.0057398788454195515,1,1,1,1,1,1,1,1,1,1,92,1,0,1
UK,Turkey,War,1982,319,35648,11083,41795,204.65,-1.3,2545.9,Mountain,1321.1,1174.9,5775.5,16007.9,Regional,,Cyber,2336,12,No,13.02,No,Victory_A,37.429,122.114,Arid,Water,0,1,0,1,0,0,0,1,1,88526,0.4721211847366875,26.983574294148816,9.43314324623372,1,1,1,1,1,0.009394768493439959,1,1,1,1,1,1,1,1,1,1,57,1,0,1
USA,Canada,Civil War,1964,1877,40233,42897,183157,98.68,-8.2,1372.4,Urban,892.5,105.3,22577.8,19271.1,Regional,Regional,Conventional,3573,158,Yes,5.62,No,Victory_B,66.277,-28.362,Arid,Land,0,1,0,1,0,0,0,0,1,266287,0.6878180309215245,45.07899159663866,407.3789173789174,1,1,1,1,1,0.002358007020495163,1,1,1,1,1,1,1,1,1,1,11,1,0,1
Israel,UK,Skirmish,1972,621,14735,4771,87854,94.28,-7.7,2213.2,Mountain,1063.0,422.9,15673.5,8080.3,Regional,,Mixed,1617,194,No,17.2,No,Victory_A,-83.768,-64.732,Temperate,Oil,0,1,0,1,0,0,0,1,1,107360,0.8183122205663189,13.861712135465662,11.281626862142351,1,1,1,1,1,0.00396904916266029,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Germany,UK,Skirmish,2020,397,7635,514,168475,228.68,19.9,696.0,Plains,493.1,984.6,23099.7,23978.5,NATO,Regional,Mixed,1695,3,No,4.5,Yes,Victory_A,31.189,-114.8,Polar,Land,0,1,0,1,0,0,0,0,1,176624,0.9538624422502038,15.483674711011965,0.5220394068657322,1,1,1,1,1,0.004857449944985152,1,1,1,1,1,1,1,1,1,1,5,1,0,1
India,China,War,1978,369,4397,31776,1288,362.01,7.6,1431.2,Mountain,881.6,1331.4,11210.9,21221.9,Regional,Regional,Nuclear,474,186,Yes,15.57,Yes,Victory_A,68.527,166.698,Polar,,0,1,0,1,1,0,0,1,1,37461,0.03438242438803022,4.987522686025408,23.86660657954033,-1,1,0,1,0,0.011161848499050343,1,1,1,1,1,1,1,1,1,1,24,1,0,1
Ukraine,Australia,Civil War,1971,496,16920,46210,14729,234.1,20.2,2709.7,Urban,468.9,1062.0,23741.9,5000.0,Regional,NATO,Conventional,2087,87,No,7.82,Yes,Victory_B,-16.079,42.473,Arid,,0,1,0,1,0,0,0,0,1,77859,0.18917530407531563,36.08445297504799,43.51224105461394,1,1,1,1,1,0.008144903433663048,1,1,1,1,1,1,1,1,1,1,65,1,0,1
Brazil,Israel,Cold Conflict,1965,1169,17887,1082,107423,177.43,33.9,1949.0,Plains,726.4,1240.6,630.6,5129.2,NATO,Regional,Nuclear,940,81,Yes,10.85,Yes,Victory_A,22.35,56.615,Temperate,Water,0,1,0,1,0,0,0,1,1,126392,0.8499192986897905,24.624174008810574,0.8721586329195551,1,1,1,1,1,0.03080488905864787,1,-1,1,1,1,1,1,1,1,1,66,1,0,1
Iran,Israel,Proxy War,2010,1619,29476,16246,100340,268.7,28.8,1025.1,Urban,1329.9,249.0,6187.8,11098.1,NATO,,Conventional,1400,8,No,7.52,No,Victory_B,-77.531,146.651,Tropical,,0,1,0,1,0,0,0,1,1,146062,0.6869685476030727,22.16407248665313,65.24497991967871,1,1,1,1,1,0.015544461092566773,1,1,1,1,1,1,1,1,1,1,14,1,0,1
Iran,Germany,Proxy War,1964,993,648,11301,171190,461.62,18.0,282.4,Forest,1298.4,1119.3,24103.7,20215.4,Regional,Regional,Cyber,3480,111,No,4.03,No,Stalemate,39.061,-114.13,Arid,Oil,0,1,0,1,0,0,0,1,1,183139,0.9347544761083112,0.49907578558225507,10.096488876976682,1,1,1,1,1,0.01041582523110803,1,1,1,1,-1,1,0,1,1,1,5,1,0,1
Israel,Russia,Proxy War,2003,1478,8003,17414,139384,284.2,0.3,1297.5,Urban,1160.2,554.9,20986.9,2763.5,Regional,,Conventional,3903,184,Yes,6.95,Yes,Stalemate,-3.613,120.6,Polar,,0,1,0,1,0,0,0,0,1,164801,0.8457715669201037,6.8979486295466295,31.382231032618492,1,1,1,1,1,0.01196611425491781,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Iran,Russia,Cold Conflict,1963,699,18268,27432,174392,399.08,-6.8,126.2,Urban,886.0,183.1,2460.8,14385.8,,,Conventional,724,100,Yes,17.35,Yes,Stalemate,-81.359,30.612,Arid,Oil,0,1,0,0,0,0,0,1,1,220092,0.7923595587299856,20.618510158013542,149.81977061714912,1,1,1,1,1,0.0236890529839849,1,1,1,1,1,1,1,1,1,1,77,1,0,1
USA,Russia,War,1998,110,9090,10208,81273,305.91,4.7,559.9,Plains,266.1,788.0,24054.9,15900.3,Regional,NATO,Nuclear,4612,115,Yes,17.75,No,Stalemate,31.698,19.601,Arid,Water,0,1,0,1,1,0,0,0,1,100571,0.8081156595837766,34.16009019165727,12.954314720812183,1,1,1,1,1,0.007656325084094187,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Russia,USA,Proxy War,2006,407,24001,42653,198779,380.63,24.6,1110.2,Desert,820.8,364.2,18331.3,5514.6,Regional,Regional,Cyber,3700,132,No,19.69,No,Stalemate,14.274,-88.73,Polar,Water,0,1,0,1,0,0,0,1,1,265433,0.7488857828529233,29.240984405458093,117.11422295442065,1,1,1,1,1,0.0159620731446496,1,1,1,1,1,1,1,1,1,1,54,1,0,1
China,Turkey,War,1954,1427,19744,3725,161402,107.98,-4.7,1374.8,Urban,83.1,1015.2,15161.2,19825.4,Regional,Regional,Nuclear,203,191,Yes,2.52,No,Victory_B,57.31,85.42,Tropical,Oil,0,1,0,1,1,0,0,1,1,184871,0.8730520200572292,237.59326113116728,3.6692277383766743,1,1,1,1,1,0.003086324478514631,1,1,1,1,1,1,1,1,1,1,0,1,0,1
USA,Turkey,Proxy War,1988,738,44140,4887,117359,4.99,13.7,536.3,Forest,1159.5,1047.0,20421.3,12025.3,Regional,,Mixed,365,151,Yes,17.57,Yes,Victory_A,-76.605,-146.867,Arid,Oil,0,1,0,1,0,0,0,1,1,166386,0.7053417955837631,38.06813281586891,4.667621776504298,1,1,1,1,1,0.00015379115223166683,1,1,1,1,1,1,1,1,-1,0,60,1,0,1
Brazil,Brazil,Cold Conflict,1975,196,37422,23302,107164,390.13,0.5,1449.7,Mountain,1350.3,918.2,5365.0,2109.5,Regional,,Cyber,1228,20,No,1.28,No,Victory_B,60.652,119.704,Polar,Land,0,1,0,1,0,0,0,1,1,167888,0.6383064900409797,27.71384136858476,25.37791330864735,1,1,1,1,1,0.052194795638504245,1,1,1,1,1,1,1,1,1,1,38,1,0,1
Israel,Israel,Cold Conflict,1951,1784,26108,44008,172718,409.96,26.4,2726.0,Urban,748.2,241.8,4740.4,2005.7,,Regional,Conventional,898,1,Yes,6.69,No,Victory_A,-1.135,37.723,Arid,Water,0,1,0,1,0,0,0,1,1,242834,0.7112595435565037,34.894413258487035,182.00165425971878,1,1,1,1,1,0.060769926327804216,1,-1,1,1,1,1,1,1,1,1,21,1,0,1
France,Russia,War,1972,1702,19001,36167,70460,482.76,7.4,967.8,Urban,737.0,152.6,20235.1,20789.3,Regional,NATO,Nuclear,4282,172,No,10.29,No,Stalemate,34.209,-116.784,Temperate,Water,0,1,0,1,0,0,0,1,1,125628,0.5608622281656955,25.781546811397558,237.00524246395807,1,1,1,1,1,0.011767630970836869,1,1,1,1,1,1,1,1,1,1,5,1,0,1
Russia,India,Cold Conflict,1977,711,28830,16093,14382,282.86,9.8,221.2,Forest,511.3,337.3,21337.8,16134.6,,,Conventional,988,150,Yes,18.43,Yes,Stalemate,-81.067,-3.517,Tropical,Land,0,1,0,1,1,0,0,1,1,59305,0.24250906331675237,56.38568355173088,47.71123628817077,1,1,1,1,1,0.007548489021252975,1,1,1,1,1,1,1,1,1,1,28,1,0,1
Iran,Russia,War,1976,1202,9336,14720,54945,391.21,17.7,2638.6,Urban,1142.7,1113.1,22286.5,24737.3,,,Cyber,2440,172,No,1.92,No,Victory_A,-83.19,-17.274,Arid,,0,1,0,0,0,0,0,1,1,79001,0.6954975253477804,8.170123391966396,13.224328452070795,1,1,1,1,1,0.008319404216588194,1,1,1,1,1,1,1,1,1,1,47,1,0,1
USA,Russia,Skirmish,2001,410,18688,45952,137225,404.96,15.8,407.4,Plains,912.6,314.6,16784.6,11701.2,Regional,Regional,Mixed,1489,60,No,11.47,Yes,Stalemate,-78.977,-47.432,Polar,Oil,0,1,0,1,0,0,0,1,1,201865,0.6797859955911129,20.477755862371247,146.06484424666243,1,1,1,1,1,0.014216205969289962,1,1,1,1,1,1,1,1,1,1,92,1,0,1
France,Japan,Proxy War,2000,1556,33547,9112,62763,193.45,31.7,541.9,Plains,463.3,433.9,21254.9,6040.7,NATO,Regional,Nuclear,4985,90,Yes,1.55,No,Victory_A,35.472,-5.895,Tropical,Land,0,1,0,1,0,0,0,1,1,105422,0.595350116673939,72.40880638894885,21.000230467849736,1,1,1,1,1,0.007087222849103884,1,1,1,1,1,1,1,1,1,1,6,1,0,1
Israel,Brazil,Skirmish,1958,1130,28974,25923,58689,449.36,-7.1,2235.1,Desert,935.2,721.1,13727.0,17812.8,,Regional,Conventional,1090,111,Yes,7.07,No,Victory_B,-28.967,139.605,Arid,Oil,0,1,0,1,0,0,0,1,1,113586,0.5166921979821457,30.981608212147133,35.94924421023436,1,1,1,1,1,0.014247395354441056,1,1,1,1,1,1,1,1,1,1,40,1,0,1
Turkey,USA,Civil War,1985,522,24465,11077,114515,181.29,34.9,2392.6,Plains,1363.5,331.1,23592.8,17002.5,,,Mixed,3756,122,No,1.76,No,Stalemate,-80.244,113.438,Tropical,Water,0,1,0,1,1,0,0,1,1,150057,0.7631433388645648,17.942794279427943,33.455149501661126,1,1,1,1,1,0.004465787911408463,1,1,1,1,1,1,1,1,1,1,14,1,0,1
Turkey,Turkey,Proxy War,2011,1685,23811,21888,171507,60.61,27.9,1775.0,Urban,513.9,1381.4,24157.1,11977.2,Regional,NATO,Conventional,2564,138,Yes,0.62,No,Victory_A,45.148,106.072,Polar,Water,0,1,0,1,0,0,0,1,1,217206,0.7896052595232176,46.33391710449504,15.844795135369914,1,1,1,1,1,0.001677353650132976,1,1,1,1,1,1,1,1,1,1,96,1,0,1
Russia,UK,Skirmish,2012,1298,44654,12553,176824,189.89,0.4,748.4,Desert,795.4,1213.3,15157.6,7686.6,Regional,Regional,Mixed,1347,77,No,18.39,Yes,Stalemate,49.418,139.518,Tropical,Land,0,1,0,1,0,0,0,1,1,234031,0.7555580243642936,56.14030676389238,10.346163356136158,1,1,1,1,1,0.00831239439332522,1,1,1,1,1,1,1,1,1,1,67,1,0,1
Russia,China,Civil War,1974,1730,27885,38297,143007,180.26,30.7,996.7,Plains,961.1,443.7,19579.9,20097.9,NATO,Regional,Nuclear,3407,127,Yes,7.28,No,Stalemate,10.375,45.837,Tropical,Oil,0,1,0,1,1,0,0,1,1,209189,0.6836258120646879,29.01363021537821,86.31282398016678,1,1,1,1,1,0.004543094627222275,1,1,1,1,1,1,1,1,1,1,21,1,0,1
USA,Australia,War,1961,1968,2642,15310,9846,195.93,18.8,2897.7,Plains,85.0,1049.0,23342.8,23601.9,NATO,Regional,Mixed,2625,12,Yes,17.6,Yes,Victory_B,18.454,6.527,Tropical,Water,0,1,0,1,1,0,0,1,1,27798,0.354198143751349,31.08235294117647,14.59485224022879,-1,1,0,1,0,0.004173634084358831,1,1,1,1,1,-1,1,0,1,1,50,1,0,1
Brazil,Turkey,Civil War,1960,1987,26565,27481,81064,251.0,28.8,1741.6,Mountain,188.1,584.1,15687.9,10064.4,Regional,Regional,Nuclear,4683,100,Yes,15.53,No,Stalemate,61.923,160.91,Tropical,Oil,0,1,0,1,1,0,0,1,1,135110,0.5999851972466879,141.2280701754386,47.04845060777264,1,1,1,1,1,0.009746702236305107,1,1,1,1,1,1,1,1,1,1,18,1,0,1
China,Ukraine,Proxy War,2013,1846,32386,29608,163239,311.99,30.2,369.9,Forest,292.0,939.9,20713.1,8384.6,Regional,NATO,Conventional,772,9,Yes,3.38,Yes,Stalemate,66.832,148.157,Temperate,Oil,0,1,0,1,1,0,0,1,1,225233,0.7247561414179983,110.91095890410959,31.501223534418557,1,1,1,1,1,0.010722153297339655,1,1,1,1,1,1,1,1,1,1,24,1,0,1
Brazil,UK,Civil War,1999,1493,42703,21242,20375,359.38,8.9,2845.6,Urban,1220.6,767.8,13268.3,12381.5,,Regional,Mixed,4949,75,Yes,14.1,No,Victory_A,22.428,28.408,Arid,Oil,0,1,0,1,0,0,0,1,1,84320,0.24163899430740038,34.985253154186466,27.666058869497267,1,1,1,1,1,0.014011025427098847,1,1,1,1,1,1,1,1,1,1,21,1,0,1
Australia,Ukraine,Proxy War,1950,1050,43415,31549,64699,121.82,13.3,1712.8,Mountain,1315.8,26.3,15208.6,6217.2,NATO,NATO,Nuclear,648,121,No,13.82,No,Stalemate,67.969,-42.387,Tropical,Oil,0,1,0,1,1,0,0,1,1,139663,0.4632508252006616,32.99513603891169,1199.5817490494296,1,1,1,1,1,0.005685668679815923,1,1,1,1,1,1,1,1,1,1,11,1,0,1
India,USA,Skirmish,2008,264,10845,20882,40108,280.57,4.7,2762.1,Urban,811.8,1058.6,11162.7,14119.6,NATO,,Conventional,4895,124,Yes,7.54,Yes,Victory_A,-81.898,-103.725,Temperate,Oil,0,1,0,1,1,0,0,1,1,71835,0.5583350734321709,13.35920177383592,19.72605327791423,1,1,1,1,1,0.01109748717482191,1,1,1,1,1,1,1,1,1,1,34,1,0,1
Germany,India,Skirmish,2018,816,14201,20343,104870,437.54,21.9,1919.1,Urban,644.3,507.5,9941.0,17813.8,NATO,NATO,Cyber,1059,93,Yes,19.68,Yes,Victory_B,-71.951,104.746,Temperate,Land,0,1,0,1,1,0,0,1,1,139414,0.7522200065990503,22.040974701226137,40.08472906403941,1,1,1,1,1,0.015764480378168823,1,1,1,1,1,1,1,1,1,1,14,1,0,1
Iran,Iran,War,1968,875,32825,37880,175592,300.82,28.5,759.7,Plains,1332.5,468.8,10017.6,24158.0,,Regional,Mixed,2190,75,Yes,10.61,No,Stalemate,-6.608,20.101,Polar,,0,1,0,0,0,0,0,1,1,246297,0.7129278878752076,24.634146341463413,80.80204778156997,1,1,1,1,1,0.008802186355177379,1,1,1,1,1,1,1,1,1,1,21,1,0,1
Turkey,Canada,Cold Conflict,1972,754,48666,30840,28273,376.62,-6.3,836.1,Mountain,510.0,1117.7,14833.0,4679.6,,,Nuclear,4744,38,Yes,4.23,No,Victory_B,20.283,26.521,Arid,Water,0,1,0,1,0,0,0,1,1,107779,0.2623238293173995,95.4235294117647,27.592377203185112,1,1,1,1,1,0.0193013744964792,1,1,1,1,1,1,1,1,1,1,21,1,0,1
France,USA,Cold Conflict,1965,1192,45638,150,21711,31.13,19.5,963.4,Forest,110.5,1265.9,2121.1,22254.0,NATO,,Cyber,1527,61,Yes,5.17,Yes,Victory_A,61.669,26.309,Arid,Water,0,1,0,1,0,1,0,1,1,67499,0.32164920961792026,413.0135746606335,0.1184927719409116,1,1,1,1,1,0.0012771229656493718,1,1,1,1,1,1,1,1,1,1,97,1,0,1
Canada,Russia,Cold Conflict,1982,1655,9538,6690,36482,45.02,-8.2,2906.3,Desert,781.6,833.6,18613.5,18066.3,Regional,NATO,Mixed,4679,18,No,8.93,No,Victory_B,-15.879,-90.868,Arid,Oil,0,1,0,1,0,0,0,0,1,52710,0.6921267311705559,12.203172978505629,8.025431861804222,1,1,1,1,1,0.0012273785571349897,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
USA,Canada,Proxy War,1963,81,18648,15262,29164,29.93,22.3,1278.0,Desert,957.3,1011.0,11058.1,10971.0,NATO,,Conventional,1901,149,No,14.2,No,Stalemate,16.711,20.533,Temperate,Land,0,1,0,1,0,0,0,1,1,63074,0.46237752481212546,19.4797869006581,15.095944609297725,1,1,1,1,1,0.0013586574122410812,1,1,1,1,1,1,1,1,1,1,21,1,0,1
Israel,Canada,Skirmish,1973,1070,8231,38616,47627,388.6,2.6,299.6,Plains,960.2,178.9,24495.3,24679.4,Regional,NATO,Cyber,4010,155,Yes,18.14,No,Victory_A,68.371,-116.224,Polar,Land,0,1,0,1,0,0,0,1,1,94474,0.5041281199060059,8.572172464069984,215.85243152599216,1,1,1,1,1,0.007902437635613437,-1,1,0,0,1,1,1,1,1,1,78,1,0,1
Turkey,Iran,Civil War,1951,1077,23497,24537,3778,304.28,21.5,1966.3,Urban,367.4,358.1,18250.4,14540.9,,Regional,Conventional,2158,164,No,5.21,No,Stalemate,76.704,67.653,Polar,,0,1,0,1,0,0,0,1,1,51812,0.07291747085617231,63.95481763745237,68.51996648980732,1,1,1,1,1,0.009279290543528312,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
China,Japan,War,1963,16,44536,12189,21464,14.98,30.4,2068.8,Plains,113.5,678.0,23162.4,19934.0,Regional,NATO,Conventional,4189,9,No,19.84,Yes,Victory_B,-19.121,-63.256,Temperate,Land,0,1,0,1,1,0,0,1,1,78189,0.2745143178708002,392.38766519823787,17.97787610619469,1,1,1,1,1,0.00034759283838093204,1,1,1,1,1,1,1,1,1,1,2,1,0,1
Russia,Russia,Skirmish,2012,1384,19046,32700,93055,252.12,1.0,388.7,Forest,823.9,148.8,1409.2,8050.4,Regional,NATO,Mixed,4112,118,No,4.88,Yes,Stalemate,31.33,63.007,Temperate,Oil,0,1,0,1,0,0,0,1,1,144801,0.6426405894986913,23.116883116883116,219.75806451612902,1,1,1,1,1,0.026652289737409615,1,1,1,1,1,1,1,1,1,1,62,1,0,1
UK,Australia,War,1962,620,15724,35101,87141,366.54,-0.2,1188.8,Urban,366.6,1135.4,14781.8,10807.3,,Regional,Cyber,555,124,No,8.29,No,Victory_A,-79.075,-144.871,Tropical,,0,1,0,1,0,0,0,1,1,137966,0.631612136323442,42.89143480632842,30.915096001409193,1,1,1,1,1,0.01432406766943738,1,1,1,1,1,1,1,1,-1,0,60,1,0,1
Japan,Russia,Civil War,1973,777,34289,47418,62285,452.58,6.1,1530.6,Desert,1381.6,1076.8,17739.5,19689.2,NATO,NATO,Conventional,3059,139,No,11.1,Yes,Victory_B,-24.382,29.15,Temperate,,0,1,0,1,0,0,0,1,1,143992,0.43255875326407023,24.81832657788072,44.036032689450224,1,1,1,1,1,0.012091790524383696,1,1,1,1,1,1,1,1,1,1,21,1,0,1
UK,Turkey,Cold Conflict,2008,290,30322,14464,146527,494.79,5.7,2867.1,Forest,1048.6,143.6,4470.8,9330.1,Regional,NATO,Conventional,2760,110,No,10.19,Yes,Stalemate,48.597,-73.452,Tropical,Oil,0,1,0,1,0,0,0,1,1,191313,0.7659019512526593,28.916650772458517,100.72423398328691,1,1,1,1,1,0.03585200965154446,1,1,1,1,1,1,1,1,1,1,53,1,0,1
Russia,India,Cold Conflict,1959,1499,17323,28894,52813,131.82,-8.5,2461.9,Mountain,531.0,444.2,2898.9,21658.3,,Regional,Conventional,1647,116,Yes,14.83,No,Victory_B,36.111,80.308,Tropical,Water,0,1,0,1,1,0,0,1,1,99030,0.533303039482985,32.623352165725045,65.047276001801,1,1,1,1,1,0.005367875816461159,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Germany,Russia,Civil War,2009,1451,38116,715,106860,366.21,34.2,164.9,Urban,740.2,631.6,11798.2,23032.7,NATO,Regional,Conventional,903,118,Yes,16.51,Yes,Stalemate,65.023,155.269,Temperate,,0,1,0,1,0,0,0,1,1,145691,0.7334701525832069,51.49419075925425,1.1320455984800506,1,1,1,1,1,0.010513940208263352,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
Brazil,Japan,Cold Conflict,2001,1395,27357,12501,110005,396.2,9.9,2701.7,Desert,1069.7,1139.4,6520.9,2690.0,NATO,NATO,Nuclear,4983,35,Yes,16.62,No,Stalemate,73.878,-29.636,Arid,Oil,0,1,0,1,0,0,0,1,1,149863,0.7340370872063151,25.57446012900813,10.971563981042653,1,1,1,1,1,0.04301425485023179,1,1,1,1,1,1,1,1,1,1,11,1,0,1
Iran,Israel,Cold Conflict,1966,1991,27315,42376,150452,329.59,15.6,479.8,Urban,486.7,1179.4,10216.2,15570.2,,Regional,Cyber,2786,22,Yes,19.96,No,Victory_A,68.376,107.712,Tropical,,0,1,0,1,0,0,0,1,1,220143,0.6834284987485407,56.12286829669201,35.930133966423604,1,1,1,1,1,0.012781543759501132,1,1,1,1,1,1,1,1,1,1,-1,0,0,1
